Grupo;Silhueta;DuracaodaSessao;Velocidademediadenavegacao
C1;0.741214;300.0;0.0
C1;0.73559;601.0;2.9
C2;0.695279;5708.0;9.4
C1;0.741212;301.0;0.0
C1;0.735594;601.0;2.3
C1;0.724162;902.0;0.4
C1;0.735598;601.0;0.0
C1;0.741214;300.0;0.0
C1;0.684639;1502.0;0.0
C1;0.651128;1803.0;0.0
C1;0.741214;300.0;0.0
C2;0.694146;4510.0;0.7
C1;0.741214;300.0;0.0
C2;0.682409;3908.0;0.0
C1;0.741214;300.0;0.0
C2;0.695265;5709.0;3.3
C2;0.67576;6614.0;1.5
C1;0.741214;300.0;0.0
C1;0.741214;300.0;0.0
C1;0.735598;601.0;0.0
C1;0.741214;300.0;0.0
C1;0.741214;300.0;0.0
C1;0.708048;1202.0;1.4
C1;0.708048;1202.0;0.7
C1;0.741189;300.0;2.0
C1;0.741214;301.0;0.3
C1;0.741214;300.0;0.0
C1;0.741214;300.0;0.0
C1;0.741214;300.0;0.0
C1;0.741208;301.0;1.4
C1;0.741212;301.0;0.0
C1;0.741214;300.0;0.0
C1;0.741205;301.0;1.6
C1;0.741214;300.0;0.0
C2;0.525996;2704.0;2.9
C1;0.741197;300.0;1.6
C1;0.650992;1804.0;0.0
C1;0.735598;601.0;0.0
C1;0.741207;301.0;1.5
C1;0.724052;902.0;48.7
C2;0.640595;3307.0;8.7
C1;0.741214;300.0;0.0
C2;0.69723;5409.0;1.1
C2;0.66947;3608.0;0.5
C1;0.74121;300.0;0.5
C1;0.735598;601.0;0.5
C1;0.741157;300.0;3.3
C2;0.66947;3608.0;2.7
C1;0.741203;301.0;1.7
C1;0.741195;300.0;1.7
C1;0.741213;301.0;0.9
